periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Cas suspects de paludismes vus dans les structures de santé,Cas suspects de paludisme vu par les ASC,Cas suspects de paludisme ayant été testés par GE/FM,Cas suspects de paludisme ayant été testés par TDR,Cas de paludisme simple confirmés par GE/FM dans les structures santé,Cas de paludisme simple confirmé par les ASC (TDR+),Cas de paludisme simple confirmés par TDR dans les structures santé,Cas de paludisme simple traité avec les CTA dans les structures de santé,Cas de paludisme simple confirmés traités avec CTA par les ASC,Cas de paludisme grave confirmés par GE/FM dans les structures de santé,Cas de paludisme grave confirmés par TDR dans les structures santé,Cas de paludisme grave confirmé traité (Artesunate ou Arthemeter ou Quinine injectable),Cas presumés de paludisme grave par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme simple par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme par diagnostic clinique (cas testés négatifs traités et non testés traités par CTA) par les ASC
202401,Janvier 2024,202401,,Mali,Koulikoro,District Didiéni,oIFDpYTGBQO,District Didiéni,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Nioro,District Diema,UyyD8LAWMRr,District Diema,,,KWOoDmCIZ7p,Publique,,,3005,43,389,2616,80,18,512,592,18,42,236,278,,,
202401,Janvier 2024,202401,,Mali,Nioro,District Diema,UyyD8LAWMRr,District Diema,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Nioro,District Diema,UyyD8LAWMRr,District Diema,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Nara,District Dilly,HDkwiCbXGJv,District Dilly,,,KWOoDmCIZ7p,Publique,,,1133,50,,1133,0,23,646,646,23,0,404,406,,,
202401,Janvier 2024,202401,,Mali,Nara,District Dilly,HDkwiCbXGJv,District Dilly,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Nara,District Dilly,HDkwiCbXGJv,District Dilly,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Dioila,District Dioila,KC1X5O548TB,District Dioila,,,KWOoDmCIZ7p,Publique,,,2056,694,680,1376,276,399,502,778,399,301,271,572,,,
202401,Janvier 2024,202401,,Mali,Dioila,District Dioila,KC1X5O548TB,District Dioila,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Dioila,District Dioila,KC1X5O548TB,District Dioila,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Ségou,District Dioro,UBKGngSPx1z,District Dioro,,,KWOoDmCIZ7p,Publique,,,1180,899,167,1013,101,667,453,554,667,73,240,313,0,0,0
202401,Janvier 2024,202401,,Mali,Ségou,District Dioro,UBKGngSPx1z,District Dioro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Ségou,District Dioro,UBKGngSPx1z,District Dioro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Diré,bmoif0n6BVl,District Diré,,,KWOoDmCIZ7p,Publique,,,5253,,631,4548,500,,2352,2852,,90,368,458,26,293,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Diré,bmoif0n6BVl,District Diré,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Diré,bmoif0n6BVl,District Diré,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Gao,District Djebock,MDBrPljyqbG,District Djebock,,,KWOoDmCIZ7p,Publique,,,391,150,,391,0,10,93,93,10,0,17,17,,,
202401,Janvier 2024,202401,,Mali,Gao,District Djebock,MDBrPljyqbG,District Djebock,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Gao,District Djebock,MDBrPljyqbG,District Djebock,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Mopti,District Djenné,O9tXjlPUnNE,District Djenné,,,KWOoDmCIZ7p,Publique,,,3352,1344,254,3098,75,802,1372,1447,802,51,990,1041,,,
202401,Janvier 2024,202401,,Mali,Mopti,District Djenné,O9tXjlPUnNE,District Djenné,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Mopti,District Djenné,O9tXjlPUnNE,District Djenné,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Dogo,CCccx6jm0ML,District Dogo,,,KWOoDmCIZ7p,Publique,,,546,48,,546,0,34,266,266,34,0,160,160,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Dogo,CCccx6jm0ML,District Dogo,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Dogo,CCccx6jm0ML,District Dogo,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Douentza,District Douentza,E62kOlA1JXK,District Douentza,,,KWOoDmCIZ7p,Publique,,,1544,428,63,1481,12,248,502,514,248,29,444,473,,,
202401,Janvier 2024,202401,,Mali,Douentza,District Douentza,E62kOlA1JXK,District Douentza,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Douentza,District Douentza,E62kOlA1JXK,District Douentza,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Gao,District Ersane,X6kBPod3SEl,District Ersane,,,KWOoDmCIZ7p,Publique,,,107,,,107,0,,54,54,,0,5,5,,,
202401,Janvier 2024,202401,,Mali,Gao,District Ersane,X6kBPod3SEl,District Ersane,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Gao,District Ersane,X6kBPod3SEl,District Ersane,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Fakola,oo70dgfozhg,District Fakola,,,KWOoDmCIZ7p,Publique,,,1410,208,,1410,0,163,785,785,163,0,358,358,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Fakola,oo70dgfozhg,District Fakola,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Fakola,oo70dgfozhg,District Fakola,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Nara,District Fallou,TFC399rbHZr,District Fallou,,,KWOoDmCIZ7p,Publique,,,431,6,,431,0,6,78,78,6,0,240,240,,,
202401,Janvier 2024,202401,,Mali,Nara,District Fallou,TFC399rbHZr,District Fallou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Nara,District Fallou,TFC399rbHZr,District Fallou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Dioila,District Fana,GL7sDu7i7bI,District Fana,,,KWOoDmCIZ7p,Publique,,,2596,542,257,2339,124,412,900,1022,412,128,802,930,143,197,122
202401,Janvier 2024,202401,,Mali,Dioila,District Fana,GL7sDu7i7bI,District Fana,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Dioila,District Fana,GL7sDu7i7bI,District Fana,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,San,District Fangasso,svUPsxTJkNW,District Fangasso,,,KWOoDmCIZ7p,Publique,,,1126,357,,1126,0,312,646,639,312,0,215,215,,,6
202401,Janvier 2024,202401,,Mali,San,District Fangasso,svUPsxTJkNW,District Fangasso,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,San,District Fangasso,svUPsxTJkNW,District Fangasso,,,uD2y9P4ErAF,Confessionnel,,,175,,,175,0,,17,17,,0,42,42,2,1,
202401,Janvier 2024,202401,,Mali,Ségou,District Farako,fXtruPrYOxs,District Farako,,,KWOoDmCIZ7p,Publique,,,1960,871,0,1936,0,733,587,587,733,0,526,527,1,5,0
202401,Janvier 2024,202401,,Mali,Ségou,District Farako,fXtruPrYOxs,District Farako,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Ségou,District Farako,fXtruPrYOxs,District Farako,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Taoudenni,District Foum-Elba,onwuSYRLt9T,District Foum-Elba,,,KWOoDmCIZ7p,Publique,,,607,,0,607,0,,196,196,,0,162,162,,,
202401,Janvier 2024,202401,,Mali,Taoudenni,District Foum-Elba,onwuSYRLt9T,District Foum-Elba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Taoudenni,District Foum-Elba,onwuSYRLt9T,District Foum-Elba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Gao,District Gabero,BzppAlNtIrI,District Gabero,,,KWOoDmCIZ7p,Publique,,,1064,,,1064,0,,468,468,,0,144,144,,,
202401,Janvier 2024,202401,,Mali,Gao,District Gabero,BzppAlNtIrI,District Gabero,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Gao,District Gabero,BzppAlNtIrI,District Gabero,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Gao,District Gao,sFOLjjb1rwR,District Gao,,,KWOoDmCIZ7p,Publique,,,3411,,2376,1030,1411,,400,1811,,265,219,484,39,68,
202401,Janvier 2024,202401,,Mali,Gao,District Gao,sFOLjjb1rwR,District Gao,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Gao,District Gao,sFOLjjb1rwR,District Gao,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Garalo,kapmYmI1bPP,District Garalo,,,KWOoDmCIZ7p,Publique,,,1550,132,94,1460,85,47,864,949,47,11,144,155,,,10
202401,Janvier 2024,202401,,Mali,Bougouni,District Garalo,kapmYmI1bPP,District Garalo,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Garalo,kapmYmI1bPP,District Garalo,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Gargando,kbPIRuSRlIj,District Gargando,,,KWOoDmCIZ7p,Publique,,,41,,,41,0,,33,33,,0,2,2,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Gargando,kbPIRuSRlIj,District Gargando,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Gargando,kbPIRuSRlIj,District Gargando,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Gossi,AYSrXqDLsBL,District Gossi,,,KWOoDmCIZ7p,Publique,,,307,,,307,0,,85,85,,0,17,17,,124,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Gossi,AYSrXqDLsBL,District Gossi,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Gossi,AYSrXqDLsBL,District Gossi,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Goundam,WlHsVsS8QK2,District Goundam,,,KWOoDmCIZ7p,Publique,,,1035,26,85,950,31,21,544,575,21,29,31,60,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Goundam,WlHsVsS8QK2,District Goundam,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Goundam,WlHsVsS8QK2,District Goundam,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Gourma-Rharous,iwA9Z0V5reN,District Gourma-Rharous,,,KWOoDmCIZ7p,Publique,,,1382,,119,1263,51,,741,792,,32,137,169,,17,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Gourma-Rharous,iwA9Z0V5reN,District Gourma-Rharous,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Tombouctou,District Gourma-Rharous,iwA9Z0V5reN,District Gourma-Rharous,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Nara,District Guiré,uodXZFhsnW0,District Guiré,,,KWOoDmCIZ7p,Publique,,,467,6,,274,0,2,70,70,2,0,54,54,40,111,
202401,Janvier 2024,202401,,Mali,Nara,District Guiré,uodXZFhsnW0,District Guiré,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Nara,District Guiré,uodXZFhsnW0,District Guiré,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Douentza,District Hombori,QGg41UOfUOh,District Hombori,,,KWOoDmCIZ7p,Publique,,,212,9,,212,0,6,65,65,6,0,55,55,,,
202401,Janvier 2024,202401,,Mali,Douentza,District Hombori,QGg41UOfUOh,District Hombori,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Douentza,District Hombori,QGg41UOfUOh,District Hombori,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Menaka,District Inekar,yhyfRmQvX5N,District Inekar,,,KWOoDmCIZ7p,Publique,,,409,,,397,0,,180,180,,0,2,2,,,
202401,Janvier 2024,202401,,Mali,Menaka,District Inekar,yhyfRmQvX5N,District Inekar,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Menaka,District Inekar,yhyfRmQvX5N,District Inekar,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Menaka,District Inlamawane,FVczuHiAzvJ,District Inlamawane,,,KWOoDmCIZ7p,Publique,,,70,,,70,0,,39,39,,0,2,2,,,
202401,Janvier 2024,202401,,Mali,Menaka,District Inlamawane,FVczuHiAzvJ,District Inlamawane,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Menaka,District Inlamawane,FVczuHiAzvJ,District Inlamawane,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Kadiana,VkeGOYaCQzI,District Kadiana,,,KWOoDmCIZ7p,Publique,,,1172,45,219,902,45,27,322,367,27,158,407,565,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Kadiana,VkeGOYaCQzI,District Kadiana,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Kadiana,VkeGOYaCQzI,District Kadiana,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Sikasso,District Kadiolo,qVTisVWULds,District Kadiolo,,,KWOoDmCIZ7p,Publique,,,4056,492,1059,2870,752,280,1708,2456,280,182,444,626,2,15,
202401,Janvier 2024,202401,,Mali,Sikasso,District Kadiolo,qVTisVWULds,District Kadiolo,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Sikasso,District Kadiolo,qVTisVWULds,District Kadiolo,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koulikoro,District Kangaba,deyCj055y0s,District Kangaba,,,KWOoDmCIZ7p,Publique,,,7315,752,2371,4948,1732,474,1868,3587,474,353,371,724,,858,
202401,Janvier 2024,202401,,Mali,Koulikoro,District Kangaba,deyCj055y0s,District Kangaba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koulikoro,District Kangaba,deyCj055y0s,District Kangaba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bandiagara,District Kani-Gogouna,cYHJvUpFpHm,District Kani-Gogouna,,,KWOoDmCIZ7p,Publique,,,512,45,,512,0,31,227,227,31,0,60,60,,,
202401,Janvier 2024,202401,,Mali,Bandiagara,District Kani-Gogouna,cYHJvUpFpHm,District Kani-Gogouna,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bandiagara,District Kani-Gogouna,cYHJvUpFpHm,District Kani-Gogouna,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Gao,District Kasanbere,GUTO4bhK4sv,District Kasanbere,,,KWOoDmCIZ7p,Publique,,,36,,,36,0,,12,12,,0,10,10,,,
202401,Janvier 2024,202401,,Mali,Gao,District Kasanbere,GUTO4bhK4sv,District Kasanbere,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Gao,District Kasanbere,GUTO4bhK4sv,District Kasanbere,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koulikoro,District Kati,J6hTtlN58cJ,District Kati,,,KWOoDmCIZ7p,Publique,,,7617,164,3964,3595,1491,98,1441,2834,98,1643,1241,2884,,,
202401,Janvier 2024,202401,,Mali,Koulikoro,District Kati,J6hTtlN58cJ,District Kati,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koulikoro,District Kati,J6hTtlN58cJ,District Kati,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Kayes,District Kayes,ewVYh32nfrg,District Kayes,,,KWOoDmCIZ7p,Publique,,,2224,56,220,2009,7,22,383,389,22,4,39,43,14,18,
202401,Janvier 2024,202401,,Mali,Kayes,District Kayes,ewVYh32nfrg,District Kayes,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Kayes,District Kayes,ewVYh32nfrg,District Kayes,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bandiagara,District Kendie,GEckJrEevmh,District Kendie,,,KWOoDmCIZ7p,Publique,,,821,160,,796,0,84,457,457,84,0,31,31,,,
202401,Janvier 2024,202401,,Mali,Bandiagara,District Kendie,GEckJrEevmh,District Kendie,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bandiagara,District Kendie,GEckJrEevmh,District Kendie,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Kayes,District Kenieba,XSNsPNFAWxQ,District Kenieba,,,KWOoDmCIZ7p,Publique,,,2248,39,71,2118,38,21,912,950,21,14,360,374,20,53,3
202401,Janvier 2024,202401,,Mali,Kayes,District Kenieba,XSNsPNFAWxQ,District Kenieba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Kayes,District Kenieba,XSNsPNFAWxQ,District Kenieba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Kidal,District Kidal,WoDNtGBc5aC,District Kidal,,,KWOoDmCIZ7p,Publique,,,598,,58,547,13,,204,204,,11,8,19,4,51,
202401,Janvier 2024,202401,,Mali,Kidal,District Kidal,WoDNtGBc5aC,District Kidal,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Kidal,District Kidal,WoDNtGBc5aC,District Kidal,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Sikasso,District Kignan,zWgEf23jOKS,District Kignan,,,KWOoDmCIZ7p,Publique,,,1887,74,142,1778,76,58,848,894,58,39,240,279,,,
202401,Janvier 2024,202401,,Mali,Sikasso,District Kignan,zWgEf23jOKS,District Kignan,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,2,3,
202401,Janvier 2024,202401,,Mali,Sikasso,District Kignan,zWgEf23jOKS,District Kignan,,,uD2y9P4ErAF,Confessionnel,,,219,,,157,0,,89,89,,0,68,68,,,
202401,Janvier 2024,202401,,Mali,San,District Kimparana,qE1Tom6r0CI,District Kimparana,,,KWOoDmCIZ7p,Publique,,,1596,625,0,1596,0,465,531,531,465,0,473,473,0,69,0
202401,Janvier 2024,202401,,Mali,San,District Kimparana,qE1Tom6r0CI,District Kimparana,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,San,District Kimparana,qE1Tom6r0CI,District Kimparana,,,uD2y9P4ErAF,Confessionnel,,,100,,16,84,11,,44,55,,2,1,3,0,0,
202401,Janvier 2024,202401,,Mali,Kita,District Kita,RktmZHLNKAO,District Kita,,,KWOoDmCIZ7p,Publique,,,2473,62,236,2039,116,35,1017,1133,35,53,189,242,,2,
202401,Janvier 2024,202401,,Mali,Kita,District Kita,RktmZHLNKAO,District Kita,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Kita,District Kita,RktmZHLNKAO,District Kita,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Sikasso,District Kléla,aeW6hdTFG0f,District Kléla,,,KWOoDmCIZ7p,Publique,,,893,44,6,790,6,35,261,267,35,0,115,115,10,140,
202401,Janvier 2024,202401,,Mali,Sikasso,District Kléla,aeW6hdTFG0f,District Kléla,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Sikasso,District Kléla,aeW6hdTFG0f,District Kléla,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koulikoro,District Kolokani,WLZDFMYIAcQ,District Kolokani,,,KWOoDmCIZ7p,Publique,,,2685,254,127,2429,84,197,672,756,197,34,510,544,1,2,
202401,Janvier 2024,202401,,Mali,Koulikoro,District Kolokani,WLZDFMYIAcQ,District Kolokani,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koulikoro,District Kolokani,WLZDFMYIAcQ,District Kolokani,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Kolondieba,CRQVMNajAKY,District Kolondieba,,,KWOoDmCIZ7p,Publique,,,2423,259,,2109,0,227,1040,1109,227,0,684,789,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Kolondieba,CRQVMNajAKY,District Kolondieba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Kolondieba,CRQVMNajAKY,District Kolondieba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Mopti,District Konna,C0kdwXDPH4v,District Konna,,,KWOoDmCIZ7p,Publique,,,601,165,,601,0,120,67,67,120,0,50,50,,,
202401,Janvier 2024,202401,,Mali,Mopti,District Konna,C0kdwXDPH4v,District Konna,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Mopti,District Konna,C0kdwXDPH4v,District Konna,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koutiala,District Konseguela,sMipZP8Jvtm,District Konseguela,,,KWOoDmCIZ7p,Publique,,,1099,24,10,1017,3,16,681,681,16,2,90,92,,,
202401,Janvier 2024,202401,,Mali,Koutiala,District Konseguela,sMipZP8Jvtm,District Konseguela,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koutiala,District Konseguela,sMipZP8Jvtm,District Konseguela,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bandiagara,District Koro,SozKhhduxgV,District Koro,,,KWOoDmCIZ7p,Publique,,,5992,819,21,5971,9,431,1968,1977,431,10,494,504,,,
202401,Janvier 2024,202401,,Mali,Bandiagara,District Koro,SozKhhduxgV,District Koro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bandiagara,District Koro,SozKhhduxgV,District Koro,,,uD2y9P4ErAF,Confessionnel,,,253,,,253,,,130,130,,,68,68,,,
202401,Janvier 2024,202401,,Mali,Koulikoro,District Koulikoro,MOdaTbZ5V1J,District Koulikoro,,,KWOoDmCIZ7p,Publique,,,4809,820,1599,3207,375,619,1587,1962,619,937,591,1528,,,0
202401,Janvier 2024,202401,,Mali,Koulikoro,District Koulikoro,MOdaTbZ5V1J,District Koulikoro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koulikoro,District Koulikoro,MOdaTbZ5V1J,District Koulikoro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Koumantou,ik0sYpe2Tu2,District Koumantou,,,KWOoDmCIZ7p,Publique,,,945,86,64,881,34,61,374,404,61,6,123,129,22,39,0
202401,Janvier 2024,202401,,Mali,Bougouni,District Koumantou,ik0sYpe2Tu2,District Koumantou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Bougouni,District Koumantou,ik0sYpe2Tu2,District Koumantou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koutiala,District Kouniana,Gt5ExzZbZJq,District Kouniana,,,KWOoDmCIZ7p,Publique,,,1137,42,,1137,0,35,609,609,35,0,149,149,,5,
202401,Janvier 2024,202401,,Mali,Koutiala,District Kouniana,Gt5ExzZbZJq,District Kouniana,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koutiala,District Kouniana,Gt5ExzZbZJq,District Kouniana,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202401,Janvier 2024,202401,,Mali,Koutiala,District Koury,TrEYjAahulJ,District Koury,,,KWOoDmCIZ7p,Publique,,,1535,307,38,1497,35,188,836,835,188,0,100,100,,,
